Purpose,Transaction Year,Transaction Date,Transaction Type,Receipt Type,Plan,Levy,LEVIED,PAID,BALANCE,Application ID,Application Description,Short Description,Lots,Approval Date,Approval Year,locality,DECISION,Determined By,Works In Kind,Works In Kind Description,CHARGE_TYPE,APPLICATION_NO,RAM_PROCESS_CTR,Initial Balance,Charge Amount
Open Space,2019,2019-04-12T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),21320,,0,DA16/0029,"proposed demolition of existing house, six (6) townhouse development and 7 lot strata subdivision","proposed demolition of existing house, six (6) townhouse dev",1,2017-04-07T12:07:34,2017,BANORA POINT,Approved,Council,,,StrucOS_26,688498,688498,21320,21320
Open Space,2019,2019-02-21T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),104,,104,DA18/1051,additions (unit 1),additions (unit 1),1,2019-02-21T10:40:24,2019,TWEED HEADS,Approved,Council,,,CasualOS_5,800612,800612,104,104
Open Space,2019,2019-02-21T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),119,,119,DA18/1051,additions (unit 1),additions (unit 1),1,2019-02-21T10:40:24,2019,TWEED HEADS,Approved,Council,,,StructOS_5,800612,800612,119,119
Open Space,2019,2019-02-21T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),203,,203,DA18/1051,additions (unit 1),additions (unit 1),1,2019-02-21T10:40:24,2019,TWEED HEADS,Approved,Council,,,CasOS_26,800612,800612,203,203
Open Space,2019,2019-02-21T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),712,,712,DA18/1051,additions (unit 1),additions (unit 1),1,2019-02-21T10:40:24,2019,TWEED HEADS,Approved,Council,,,StrucOS_26,800612,800612,712,712
Open Space,2017,2017-05-23T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),2106,,0,DA16/0857,townhouse development comprising five units (staged),townhouse development comprising five units (staged),5,2017-05-23T15:39:33,2017,TWEED HEADS SOUTH,Approved,Council,,,CasualOS_5,723782,723782,2106,2106
Open Space,2017,2017-05-23T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),2410,,0,DA16/0857,townhouse development comprising five units (staged),townhouse development comprising five units (staged),5,2017-05-23T15:39:33,2017,TWEED HEADS SOUTH,Approved,Council,,,StructOS_5,723782,723782,2410,2410
Open Space,2017,2017-05-23T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),4101,,0,DA16/0857,townhouse development comprising five units (staged),townhouse development comprising five units (staged),5,2017-05-23T15:39:33,2017,TWEED HEADS SOUTH,Approved,Council,,,CasOS_26,723782,723782,4101,4101
Open Space,2017,2017-05-23T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),14391,,0,DA16/0857,townhouse development comprising five units (staged),townhouse development comprising five units (staged),5,2017-05-23T15:39:33,2017,TWEED HEADS SOUTH,Approved,Council,,,StrucOS_26,723782,723782,14391,14391
Open Space,2019,2019-03-21T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),2106,,0,DA16/0857,townhouse development comprising five units (staged),townhouse development comprising five units (staged),5,2017-05-23T15:39:33,2017,TWEED HEADS SOUTH,Approved,Council,,,CasualOS_5,723782,723782,2106,2106
Open Space,2019,2019-03-21T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),2410,,0,DA16/0857,townhouse development comprising five units (staged),townhouse development comprising five units (staged),5,2017-05-23T15:39:33,2017,TWEED HEADS SOUTH,Approved,Council,,,StructOS_5,723782,723782,2410,2410
Open Space,2019,2019-03-21T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),4101,,0,DA16/0857,townhouse development comprising five units (staged),townhouse development comprising five units (staged),5,2017-05-23T15:39:33,2017,TWEED HEADS SOUTH,Approved,Council,,,CasOS_26,723782,723782,4101,4101
Open Space,2019,2019-03-21T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),14391,,0,DA16/0857,townhouse development comprising five units (staged),townhouse development comprising five units (staged),5,2017-05-23T15:39:33,2017,TWEED HEADS SOUTH,Approved,Council,,,StrucOS_26,723782,723782,14391,14391
Open Space,2018,2018-11-09T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),3198,,3198,DA18/0551,demolition of existing dwelling and construction of an attached dual occupancy,demolition of existing dwelling and construction of an attac,2,2018-11-09T12:08:25,2018,TWEED HEADS SOUTH,Approved,Council,,,StrucOS_26,784492,784492,3198,3198
Open Space,2018,2018-11-09T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),911,,911,DA18/0551,demolition of existing dwelling and construction of an attached dual occupancy,demolition of existing dwelling and construction of an attac,2,2018-11-09T12:08:25,2018,TWEED HEADS SOUTH,Approved,Council,,,CasOS_26,784492,784492,911,911
Open Space,2018,2018-11-09T00:00:00,Charge,Charge,S94-05,S94-05 - Structured Open Space (Local),536,,536,DA18/0551,demolition of existing dwelling and construction of an attached dual occupancy,demolition of existing dwelling and construction of an attac,2,2018-11-09T12:08:25,2018,TWEED HEADS SOUTH,Approved,Council,,,StructOS_5,784492,784492,536,536
Open Space,2018,2018-11-09T00:00:00,Charge,Charge,S94-05,S94-05 - Casual Open Space (Local),468,,468,DA18/0551,demolition of existing dwelling and construction of an attached dual occupancy,demolition of existing dwelling and construction of an attac,2,2018-11-09T12:08:25,2018,TWEED HEADS SOUTH,Approved,Council,,,CasualOS_5,784492,784492,468,468
Open Space,2019,2019-04-05T00:00:00,Charge,Charge,S94-07,S94-07 - West Kcliff Open Space,26187,,26187,DA17/0800,demolition of existing structure and construction of a residential flat building,demolition of existing structure and construction of a resid,9,2019-04-05T10:09:53,2019,KINGSCLIFF,Approved,Council,,,StructOS_7,760475,760475,26187,26187
Open Space,2019,2019-04-05T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),8809,,8809,DA17/0800,demolition of existing structure and construction of a residential flat building,demolition of existing structure and construction of a resid,9,2019-04-05T10:09:53,2019,KINGSCLIFF,Approved,Council,,,CasOS_26,760475,760475,8809,8809
Open Space,2019,2019-04-05T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),30914,,30914,DA17/0800,demolition of existing structure and construction of a residential flat building,demolition of existing structure and construction of a resid,9,2019-04-05T10:09:53,2019,KINGSCLIFF,Approved,Council,,,StrucOS_26,760475,760475,30914,30914
Open Space,2019,2019-11-15T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),4500,,4500,DA19/0293,demolition of existing dwelling and construction of dual occupancy and strata subdivision,demolition of existing dwelling and construction of dual occ,2,2019-11-16T09:36:43,2019,KINGSCLIFF,Approved,Council,,,StrucOS_26,814736,814736,4500,4500
Open Space,2019,2019-11-15T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),1282,,1282,DA19/0293,demolition of existing dwelling and construction of dual occupancy and strata subdivision,demolition of existing dwelling and construction of dual occ,2,2019-11-16T09:36:43,2019,KINGSCLIFF,Approved,Council,,,CasOS_26,814736,814736,1282,1282
Open Space,2019,2019-11-15T00:00:00,Charge,Charge,S94-07,S94-07 - West Kcliff Open Space,3974,,3974,DA19/0293,demolition of existing dwelling and construction of dual occupancy and strata subdivision,demolition of existing dwelling and construction of dual occ,2,2019-11-16T09:36:43,2019,KINGSCLIFF,Approved,Council,,,StructOS_7,814736,814736,3974,3974
Open Space,2018,2018-06-29T00:00:00,Charge,Charge,S94-07,S94-07 - West Kcliff Open Space,42720,,0,DA17/0231,"residential flat building, swimming pool, demolition of existing dwelling and tree removal","residential flat building, swimming pool, demolition of exis",1,2018-06-29T13:07:13,2018,KINGSCLIFF,Approved,Council,,,StructOS_7,739012,739012,42720,42720
Open Space,2018,2018-06-29T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),13781,,0,DA17/0231,"residential flat building, swimming pool, demolition of existing dwelling and tree removal","residential flat building, swimming pool, demolition of exis",1,2018-06-29T13:07:13,2018,KINGSCLIFF,Approved,Council,,,CasOS_26,739012,739012,13781,13781
Open Space,2018,2018-06-29T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),48375,,0,DA17/0231,"residential flat building, swimming pool, demolition of existing dwelling and tree removal","residential flat building, swimming pool, demolition of exis",1,2018-06-29T13:07:13,2018,KINGSCLIFF,Approved,Council,,,StrucOS_26,739012,739012,48375,48375
Open Space,2019,2019-08-07T00:00:00,Charge,Charge,S94-07,S94-07 - West Kcliff Open Space,42720,,0,DA17/0231,"residential flat building, swimming pool, demolition of existing dwelling and tree removal","residential flat building, swimming pool, demolition of exis",1,2018-06-29T13:07:13,2018,KINGSCLIFF,Approved,Council,,,StructOS_7,739012,739012,42720,42720
Open Space,2019,2019-08-07T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),13781,,0,DA17/0231,"residential flat building, swimming pool, demolition of existing dwelling and tree removal","residential flat building, swimming pool, demolition of exis",1,2018-06-29T13:07:13,2018,KINGSCLIFF,Approved,Council,,,CasOS_26,739012,739012,13781,13781
Open Space,2019,2019-08-07T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),48375,,0,DA17/0231,"residential flat building, swimming pool, demolition of existing dwelling and tree removal","residential flat building, swimming pool, demolition of exis",1,2018-06-29T13:07:13,2018,KINGSCLIFF,Approved,Council,,,StrucOS_26,739012,739012,48375,48375
Open Space,2017,2017-04-21T00:00:00,Charge,Charge,S94-07,S94-07 - West Kcliff Open Space,5406,,0,DA16/0835,demolition of existing building and erection of 3 attached dwellings,demolition of existing building and erection of 3 attached d,3,2017-04-21T10:21:20,2017,KINGSCLIFF,Approved,Council,,,StructOS_7,723231,723231,5406,5406
Open Space,2017,2017-04-21T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),1958,,0,DA16/0835,demolition of existing building and erection of 3 attached dwellings,demolition of existing building and erection of 3 attached d,3,2017-04-21T10:21:20,2017,KINGSCLIFF,Approved,Council,,,CasOS_26,723231,723231,1958,1958
Open Space,2017,2017-04-21T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),6874,,0,DA16/0835,demolition of existing building and erection of 3 attached dwellings,demolition of existing building and erection of 3 attached d,3,2017-04-21T10:21:20,2017,KINGSCLIFF,Approved,Council,,,StrucOS_26,723231,723231,6874,6874
Open Space,2018,2018-12-04T00:00:00,Charge,Charge,S94-07,S94-07 - West Kcliff Open Space,5406,,0,DA16/0835,demolition of existing building and erection of 3 attached dwellings,demolition of existing building and erection of 3 attached d,3,2017-04-21T10:21:20,2017,KINGSCLIFF,Approved,Council,,,StructOS_7,723231,723231,5406,5406
Open Space,2018,2018-12-04T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),1958,,0,DA16/0835,demolition of existing building and erection of 3 attached dwellings,demolition of existing building and erection of 3 attached d,3,2017-04-21T10:21:20,2017,KINGSCLIFF,Approved,Council,,,CasOS_26,723231,723231,1958,1958
Open Space,2018,2018-12-04T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),6874,,0,DA16/0835,demolition of existing building and erection of 3 attached dwellings,demolition of existing building and erection of 3 attached d,3,2017-04-21T10:21:20,2017,KINGSCLIFF,Approved,Council,,,StrucOS_26,723231,723231,6874,6874
Open Space,2017,2017-10-24T00:00:00,Charge,Charge,S94-07,S94-07 - West Kcliff Open Space,6197,,0,DA17/0111,"three unit townhouse development (1 x 3 bedroom, 2 x 4 bedroom)","three unit townhouse development (1 x 3 bedroom, 2 x 4 bedro",3,2017-10-24T14:44:33,2017,KINGSCLIFF,Approved,Council,,,StructOS_7,733799,733799,6197,6197
Open Space,2017,2017-10-24T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),2123,,0,DA17/0111,"three unit townhouse development (1 x 3 bedroom, 2 x 4 bedroom)","three unit townhouse development (1 x 3 bedroom, 2 x 4 bedro",3,2017-10-24T14:44:33,2017,KINGSCLIFF,Approved,Council,,,CasOS_26,733799,733799,2123,2123
Open Space,2017,2017-10-24T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),7451,,0,DA17/0111,"three unit townhouse development (1 x 3 bedroom, 2 x 4 bedroom)","three unit townhouse development (1 x 3 bedroom, 2 x 4 bedro",3,2017-10-24T14:44:33,2017,KINGSCLIFF,Approved,Council,,,StrucOS_26,733799,733799,7451,7451
Open Space,2016,2016-04-08T00:00:00,Charge,Charge,S94-07,S94-07 - West Kcliff Open Space,2231,,2231,DA15/1014,demolition of existing structures and construction of detached dual occupancy over  2 stages,demolition of existing structures and construction of detach,1,2016-04-08T09:27:11,2016,KINGSCLIFF,Approved,Council,,,StructOS_7,684766,684766,2231,2231
Open Space,2016,2016-04-08T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),831,,831,DA15/1014,demolition of existing structures and construction of detached dual occupancy over  2 stages,demolition of existing structures and construction of detach,1,2016-04-08T09:27:11,2016,KINGSCLIFF,Approved,Council,,,CasOS_26,684766,684766,831,831
Open Space,2016,2016-04-08T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),2918,,2918,DA15/1014,demolition of existing structures and construction of detached dual occupancy over  2 stages,demolition of existing structures and construction of detach,1,2016-04-08T09:27:11,2016,KINGSCLIFF,Approved,Council,,,StrucOS_26,684766,684766,2918,2918
Open Space,2018,2018-03-26T00:00:00,Charge,Charge,S94-07,S94-07 - West Kcliff Open Space,3305,,4393,DA17/0512,"dual occupancy (attached), two pools and two lot strata subdivision","dual occupancy (attached), two pools and two lot strata subd",2,2018-03-26T13:49:28,2018,KINGSCLIFF,Approved,Council,,,StructOS_7,750490,750490,3305,3305
Open Space,2018,2018-03-26T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),1132,,1311,DA17/0512,"dual occupancy (attached), two pools and two lot strata subdivision","dual occupancy (attached), two pools and two lot strata subd",2,2018-03-26T13:49:28,2018,KINGSCLIFF,Approved,Council,,,CasOS_26,750490,750490,1132,1132
Open Space,2018,2018-03-26T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),3974,,4601,DA17/0512,"dual occupancy (attached), two pools and two lot strata subdivision","dual occupancy (attached), two pools and two lot strata subd",2,2018-03-26T13:49:28,2018,KINGSCLIFF,Approved,Council,,,StrucOS_26,750490,750490,3974,3974
Open Space,2020,2020-09-18T00:00:00,Charge,Charge,S94-07,S94-07 - West Kcliff Open Space,3305,,4393,DA17/0512,"dual occupancy (attached), two pools and two lot strata subdivision","dual occupancy (attached), two pools and two lot strata subd",2,2018-03-26T13:49:28,2018,KINGSCLIFF,Approved,Council,,,StructOS_7,750490,750490,3305,3305
Open Space,2020,2020-09-18T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),1132,,1311,DA17/0512,"dual occupancy (attached), two pools and two lot strata subdivision","dual occupancy (attached), two pools and two lot strata subd",2,2018-03-26T13:49:28,2018,KINGSCLIFF,Approved,Council,,,CasOS_26,750490,750490,1132,1132
Open Space,2020,2020-09-18T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),3974,,4601,DA17/0512,"dual occupancy (attached), two pools and two lot strata subdivision","dual occupancy (attached), two pools and two lot strata subd",2,2018-03-26T13:49:28,2018,KINGSCLIFF,Approved,Council,,,StrucOS_26,750490,750490,3974,3974
Open Space,2022,2022-11-10T00:00:00,Charge,Charge,S94-26,S94-26 - Casual Open Space (Regional),84723,,84723,DA21/0689,"demolition of existing buildings and the construction of a 12 storey residential flat building containing 95 units and part 3 and part 5 levels of basement parking, tree removal and strata subdivision (NRPP)",demolition of existing buildings and the construction of a 1,95,2022-11-04T00:00:00,2022,TWEED HEADS,Court Appr,Court,,,CasOS_26,906199,906199,84723,84723
Open Space,2022,2022-11-10T00:00:00,Charge,Charge,S94-26,S94-26 - Structured Open Space (Regional),297340,,297340,DA21/0689,"demolition of existing buildings and the construction of a 12 storey residential flat building containing 95 units and part 3 and part 5 levels of basement parking, tree removal and strata subdivision (NRPP)",demolition of existing buildings and the construction of a 1,95,2022-11-04T00:00:00,2022,TWEED HEADS,Court Appr,Court,,,StrucOS_26,906199,906199,297340,297340
Open Space,2022,2022-11-10T00:00:00,Charge,Charge,S94-27,S94-27 - Tweed Heads Master Plan - LocalOS/Streets,95277,,95277,DA21/0689,"demolition of existing buildings and the construction of a 12 storey residential flat building containing 95 units and part 3 and part 5 levels of basement parking, tree removal and strata subdivision (NRPP)",demolition of existing buildings and the construction of a 1,95,2022-11-04T00:00:00,2022,TWEED HEADS,Court Appr,Court,,,OpenSpac27,906199,906199,95277,95277
